Id,WnvPresent
1,0.0009680691
2,0.000827807
3,0.0012615144
4,0.00033889234
5,0.00033889234
6,0.00033889234
7,0.00033889234
8,0.00033889234
9,0.0007435179
10,0.00070160907
11,0.0009316466
12,0.000338336
13,0.000338336
14,0.000338336
15,0.000338336
16,0.000338336
17,0.0009680691
18,0.000827807
19,0.0012615144
20,0.00033889234
21,0.00033889234
22,0.00033889234
23,0.00033889234
24,0.00033889234
25,0.00064908026
26,0.00063468236
27,0.000785989
28,0.00033785668
29,0.00033785668
30,0.00033785668
31,0.00033785668
32,0.00033785668
33,0.00057792343
34,0.0005939037
35,0.0006857018
36,0.00033791966
37,0.00033791966
38,0.00033791966
39,0.00033791966
40,0.00033791966
41,0.00057792343
42,0.0005939037
43,0.0006857018
44,0.00033791966
45,0.00033791966
46,0.00033791966
47,0.00033791966
48,0.00033791966
49,0.00057692704
50,0.00058457995
51,0.0006826317
52,0.00033743677
53,0.00033743677
54,0.00033743677
55,0.00033743677
56,0.00033743677
57,0.00060984027
58,0.00061327254
59,0.0007300631
60,0.00033789358
61,0.00033789358
62,0.00033789358
63,0.00033789358
64,0.00033789358
65,0.00064908026
66,0.00063468236
67,0.000785989
68,0.00033785668
69,0.00033785668
70,0.00033785668
71,0.00033785668
72,0.00033785668
73,0.00060984027
74,0.00061327254
75,0.0007300631
76,0.00033789358
77,0.00033789358
78,0.00033789358
79,0.00033789358
80,0.00033789358
81,0.00057792343
82,0.0005939037
83,0.0006857018
84,0.00033791966
85,0.00033791966
86,0.00033791966
87,0.00033791966
88,0.00033791966
89,0.00060798903
90,0.00062231976
91,0.0007294307
92,0.00033829565
93,0.00033829565
94,0.00033829565
95,0.00033829565
96,0.00033829565
97,0.00060798903
98,0.00062231976
99,0.0007294307
100,0.00033829565
101,0.00033829565
102,0.00033829565
103,0.00033829565
104,0.00033829565
105,0.00054805126
106,0.0005683648
107,0.00064497214
108,0.00033747166
109,0.00033747166
110,0.00033747166
111,0.00033747166
112,0.00033747166
113,0.0012709287
114,0.00093638414
115,0.0016114801
116,0.00033990789
117,0.00033990789
118,0.00033990789
119,0.00033990789
120,0.00033990789
121,0.00054805126
122,0.0005683648
123,0.00064497214
124,0.00033747166
125,0.00033747166
126,0.00033747166
127,0.00033747166
128,0.00033747166
129,0.00065391435
130,0.00062408805
131,0.00079343654
132,0.0003373578
133,0.0003373578
134,0.0003373578
135,0.0003373578
136,0.0003373578
137,0.00060798903
138,0.00062231976
139,0.0007294307
140,0.00033829565
141,0.00033829565
142,0.00033829565
143,0.00033829565
144,0.00033829565
